REALINC,WRKSTAT,WRKSLF,WRKGOVT,OCC10,PRESTG10,PRESTG105PLUS,MARITAL,PAWRKSLF,SIBS,CHILDS,AGE,EDUC,MAEDUC,DEGREE,MADEG,SEX,RACE,RES16,REG16,MOBILE16,FAMILY16,MAWRKGRW,INCOM16,BORN,PARBORN,GRANBORN,HOMPOP,BABIES,PRETEEN,TEENS,ADULTS,EARNRS,REGION,SRCBELT,SIZE,PARTYID,PRES16,POLVIEWS,NATROAD,CAPPUN,COURTS,RELIG,FUND,ATTEND,RELITEN,POSTLIFE,PRAY,RELIG16,FUND16,BIBLE,HAPPY,WEEKSWRK,CLASS,PHONE,TVHOURS,GOD,REBORN,SAVESOUL,RELPERSN,SPRTPRSN
15210,1,2,1,6260,28,23,5,2,6,1,56,12,9,1,0,1,2,5,5,1,1,1,2,1,0,0,1,0,0,0,1,1,5,1,166,3,0,6,2,1,2,1,1,4,1,1,2,1,1,1,1,52,2,3,3,6,1,1,2,2
21060,1,2,2,2400,55,75,5,2,4,0,59,11,16,0,3,1,1,3,5,1,1,1,3,1,0,1,2,0,0,0,1,1,5,3,92,0,0,5,1,1,2,2,2,0,1,1,2,2,2,1,2,52,2,6,6,6,2,1,2,2
2574,5,2,2,5520,32,24,2,2,7,1,66,13,12,1,1,1,1,4,5,2,1,1,2,1,0,2,1,0,0,0,1,1,5,3,92,5,0,4,1,1,2,1,2,0,2,1,2,1,2,2,1,0,2,6,20,4,2,2,2,3
12870,1,2,2,3300,61,84,1,2,7,1,56,17,12,2,1,1,1,4,0,3,1,1,3,2,8,4,1,0,0,0,1,2,5,3,92,1,0,4,2,2,2,4,3,0,4,1,4,2,2,2,1,52,2,6,2,6,1,1,3,2
15210,1,2,1,4600,35,28,1,0,12,1,56,12,10,1,0,2,2,4,5,1,5,1,1,1,0,0,2,0,0,0,1,2,5,1,166,0,0,2,3,2,1,1,1,7,2,2,1,1,2,2,2,35,2,4,3,6,1,1,2,2
21060,1,2,1,5860,32,26,1,2,2,1,56,12,10,1,0,2,2,6,5,1,1,1,3,1,0,0,3,0,0,1,1,2,5,1,166,0,0,4,1,1,2,1,1,3,2,1,2,1,1,2,2,52,2,6,4,6,2,1,3,2
15210,6,2,2,3600,48,50,5,2,1,0,27,14,14,1,1,2,2,5,5,1,1,1,1,1,8,4,2,0,0,0,1,4,5,3,21,3,0,3,3,2,1,1,2,3,2,1,2,1,1,2,3,40,2,6,2.898961068615139,6,1,1,4,1
21060,1,2,2,5860,32,26,3,0,4,1,33,12,12,1,1,2,2,6,5,2,1,1,3,1,0,0,3,1,0,0,1,2,5,3,21,2,0,5,3,1,2,4,3,0,4,2,5,2,2,2,2,52,2,6,2,6,2,2,3,3
38610,1,2,2,10,72,90,3,1,3,1,54,16,14,3,1,2,1,5,5,3,1,1,3,1,0,0,3,0,0,1,1,2,5,3,37,5,0,4,1,1,2,1,2,7,1,1,3,4,3,2,2,52,3,6,2.898961068615139,6,1,2,2,2
21060,5,2,2,850,63,84,1,2,1,1,81,12,12,1,1,2,1,6,1,3,1,2,3,1,0,4,2,0,0,0,1,0,5,3,37,2,0,2,2,1,3,3,3,5,1,0,1,3,3,2,1,0,4,4,1,5,2,2,2,1
21060,5,2,1,565,47,50,1,0,0,1,65,16,13,3,1,1,2,6,5,2,5,1,2,1,0,1,3,0,0,0,1,1,5,3,30,3,0,5,2,1,2,1,1,7,1,1,1,1,1,1,2,0,3,3,2,6,1,1,1,1
74880,1,2,2,5240,31,20,1,2,2,0,46,16,12,3,1,1,1,3,3,1,1,1,4,1,0,0,2,0,0,0,1,2,3,4,90,5,0,5,1,1,2,2,2,5,1,1,2,2,2,2,2,52,3,6,3,6,2,2,2,2
131676.6906,6,2,2,4110,31,16,5,2,1,0,18,12,16,1,3,2,1,5,3,1,1,2,4,1,0,0,3,0,0,0,1,4,3,4,90,0,0,3,2,2,2,2,2,3,2,1,5,2,2,2,2,52,3,6,1,5,2,2,3,3
46800,1,2,2,2710,58,77,1,1,1,1,52,17,12,4,1,2,1,3,0,3,1,2,3,2,8,4,2,0,0,0,1,2,3,4,90,0,0,1,1,2,2,1,3,0,2,1,4,1,3,2,1,52,3,6,4,5,2,2,3,3
56160,1,2,2,3645,51,55,3,2,3,1,56,16,16,3,3,2,1,5,3,2,1,1,4,1,0,2,2,0,0,1,1,1,3,4,90,4,0,4,2,1,2,2,2,4,1,1,2,2,2,3,1,52,3,6,2.898961068615139,5,2,1,2,1
131676.6906,1,2,2,5240,31,20,1,2,2,1,34,16,14,3,2,1,1,4,3,2,1,1,3,1,0,0,2,0,0,0,1,2,3,4,90,1,0,3,1,1,2,2,2,2,2,1,5,2,2,2,1,52,3,6,2,2,2,2,3,4
7605,7,2,1,2300,53,68,5,0,3,1,58,16,7,3,0,2,2,3,3,1,5,1,2,1,0,0,1,0,0,0,1,0,3,2,714,0,0,6,1,2,2,1,1,7,1,1,2,1,1,1,2,0,1,6,2.898961068615139,6,1,2,2,1
7605,5,2,1,740,33,28,2,0,2,1,69,16,14,4,2,2,2,6,3,1,5,1,3,1,0,0,1,0,0,0,1,1,3,2,714,0,0,6,2,2,1,1,2,4,1,1,2,1,2,2,2,0,3,3,2,6,1,1,2,1
5265,5,2,2,4220,24,15,2,2,8,1,67,12,3,1,0,2,2,3,5,3,1,1,2,1,0,0,1,0,0,0,1,1,3,2,714,1,0,2,1,2,1,1,1,8,1,1,1,1,1,2,3,0,2,3,3,6,1,1,2,2
46800,1,2,1,3740,59,80,1,2,4,1,53,14,14,1,1,1,2,6,3,1,1,1,2,1,0,0,3,0,0,0,1,3,3,2,714,3,0,6,1,1,3,4,3,0,4,1,1,1,1,2,1,40,2,6,1,1,2,1,4,1
6435,1,1,2,350,64,86,4,0,2,1,47,14,18,1,3,2,2,6,3,1,5,1,1,1,0,0,1,0,0,0,1,1,3,2,714,0,0,1,2,1,1,1,1,4,1,1,1,1,1,2,2,48,2,6,2.898961068615139,6,1,2,1,1
46800,1,2,2,4700,38,39,1,1,2,0,28,16,14,3,2,2,1,3,3,1,1,2,3,1,8,4,2,0,0,0,1,4,3,2,63,1,0,3,1,1,2,2,2,4,2,1,2,2,2,1,2,52,3,6,2,6,2,2,2,2
21060,4,2,2,4010,38,29,1,0,2,1,23,13,11,1,0,2,1,5,3,2,5,2,1,1,0,1,2,0,0,0,1,2,3,2,63,5,0,4,2,1,2,4,3,7,4,2,3,1,1,3,2,52,1,6,2.898961068615139,6,1,1,1,1
31590.000000000004,1,2,2,3255,64,87,5,2,3,0,53,16,12,3,1,2,1,5,3,1,1,1,3,1,0,2,1,0,0,0,1,1,3,2,63,5,0,6,1,1,2,2,2,3,1,1,2,2,2,2,3,40,3,6,1,5,2,1,2,3
131676.6906,1,2,1,1410,73,94,1,2,0,1,54,20,12,4,1,1,1,6,3,2,1,1,3,1,0,0,2,0,0,0,1,2,3,4,10,5,0,5,1,2,1,2,2,7,2,1,4,2,2,2,1,52,3,3,2.898961068615139,5,2,2,3,3
56160,5,2,2,6440,43,50,1,2,8,1,68,12,8,1,0,1,1,6,3,2,1,2,2,1,8,4,2,0,0,0,1,1,3,4,10,0,0,2,1,1,2,2,2,7,1,1,2,2,2,2,2,0,3,3,2,6,2,2,2,2
131676.6906,1,2,2,4850,45,55,2,2,1,0,58,16,13,3,1,1,1,6,3,2,1,1,3,1,8,4,1,0,0,0,1,1,3,4,10,6,0,6,1,1,2,2,2,7,1,1,2,2,2,2,3,52,3,3,2.898961068615139,6,2,2,2,3
131676.6906,1,2,2,10,72,90,1,2,1,1,47,18,12,4,1,1,1,3,3,2,1,1,3,1,2,4,5,0,0,0,1,1,3,4,10,6,0,6,2,2,2,2,2,7,1,1,1,4,3,1,2,44,4,3,2,6,2,1,2,1
8775,4,2,2,9130,35,29,4,2,4,1,54,14,4,1,0,1,1,2,0,3,0,2,2,2,8,4,1,0,0,0,1,1,3,2,134,2,0,2,3,1,2,1,3,4,2,1,2,1,1,1,2,16,2,6,4,6,1,1,2,3
46800,4,2,2,7730,35,32,3,1,3,1,53,12,12,1,1,1,1,4,3,1,1,1,2,1,0,4,1,0,0,0,1,1,3,2,134,6,0,3,1,1,2,1,1,2,2,1,5,1,1,2,2,52,2,6,2,6,1,1,2,3
17550,1,2,2,3255,64,87,1,2,3,0,54,18,12,2,1,1,1,2,3,1,1,1,2,1,0,0,2,0,0,0,1,1,3,2,134,3,0,4,1,2,2,1,1,7,1,1,1,1,1,1,2,42,3,3,2.898961068615139,6,1,1,1,2
15210,2,2,2,4610,48,44,3,2,5,0,67,12,10,1,0,2,1,5,3,2,1,2,3,1,0,1,1,0,0,0,1,1,3,4,25,5,0,7,1,2,2,1,1,8,1,1,2,1,1,1,2,35,2,3,2,6,1,1,1,1
11115,5,2,2,3255,64,87,5,2,2,1,65,12,12,1,1,2,1,6,3,2,1,2,4,1,0,2,1,0,0,0,1,1,3,4,25,2,0,4,2,2,2,2,2,5,1,1,1,2,2,2,3,0,2,3,3,6,1,1,2,1
15210,1,2,2,410,41,44,5,0,8,0,27,15,16,1,3,2,2,5,3,1,1,1,3,1,0,0,1,0,0,0,1,1,3,4,25,1,0,4,1,1,2,1,1,2,1,1,1,1,1,2,2,52,1,6,4,6,1,2,2,2
21060,1,2,2,4965,31,26,5,2,3,0,34,16,14,3,2,2,1,5,3,2,1,1,3,1,0,0,1,0,0,0,1,1,3,4,25,2,0,4,3,2,3,1,2,5,1,1,3,2,2,1,2,52,2,6,2,6,1,1,2,1
11115,1,2,2,4465,49,65,5,2,2,0,27,16,13,3,1,2,1,5,3,2,1,1,2,1,0,0,1,0,0,0,1,1,3,4,25,3,0,4,1,1,2,4,3,0,4,2,6,2,2,3,2,52,2,6,3,3,2,2,4,4
21060,1,2,2,7750,35,26,5,2,2,0,26,16,12,2,1,1,1,1,3,2,1,1,3,1,0,0,3,0,0,0,1,1,3,5,21,2,0,3,2,1,1,4,3,0,4,1,6,4,3,3,3,45,2,6,5,3,2,2,4,2
5265,7,2,2,4510,36,27,2,0,0,1,74,12,12,1,1,2,1,4,3,1,5,1,3,1,0,0,2,0,0,0,1,0,3,5,21,0,0,4,1,2,2,1,2,7,1,1,2,1,2,1,2,0,3,3,5,6,2,2,2,2
38610,1,2,2,7240,34,20,1,2,3,1,31,12,12,1,1,1,1,1,3,1,1,2,4,1,0,0,4,1,0,0,1,2,3,5,21,3,0,3,2,1,2,4,3,2,4,1,6,1,1,2,2,52,2,6,2,5,2,1,3,3
9945,5,2,2,7040,40,42,3,2,5,1,63,11,8,1,0,1,1,1,3,1,1,1,2,1,0,0,2,0,0,0,1,0,3,5,21,4,0,4,2,1,2,1,1,0,1,1,3,1,1,2,1,0,2,6,2.898961068615139,6,1,1,2,3
4212,5,2,2,9410,30,15,3,2,5,1,72,12,8,1,0,2,1,3,3,2,3,2,2,1,0,4,1,0,0,0,1,0,3,5,21,2,0,4,1,2,2,1,1,0,2,0,1,1,1,2,2,0,1,3,3,6,2,2,2,3
131676.6906,1,2,2,2830,51,69,5,2,2,0,25,17,18,3,4,1,1,4,3,1,1,1,5,1,0,0,2,0,0,0,1,2,3,5,21,2,0,2,1,1,2,1,3,3,3,1,2,1,1,2,2,26,3,6,2.898961068615139,6,1,1,2,2
17550,1,2,1,4720,28,16,5,0,0,1,35,18,12,3,1,1,3,5,9,2,5,1,4,1,0,0,1,0,0,0,1,1,9,4,36,1,0,4,3,1,2,2,2,0,2,1,6,2,2,2,1,52,3,6,4,4,2,2,4,4
12870,1,2,2,3730,38,40,1,0,2,0,56,13,14,1,1,1,2,4,9,3,5,1,3,1,0,0,2,0,0,0,1,1,9,4,36,0,0,5,1,1,2,1,1,0,2,1,1,1,1,1,1,52,2,6,2.898961068615139,6,1,1,2,3
11115,5,2,2,6355,49,54,2,2,8,0,75,12,12,1,1,1,3,6,0,3,1,2,1,2,8,4,2,0,0,0,1,0,9,4,36,0,0,4,1,2,2,2,2,4,2,1,3,2,2,1,2,0,1,6,12,6,2,2,2,3
56160,4,2,2,2300,53,68,5,2,2,0,28,16,16,4,3,2,3,5,9,1,1,1,4,1,8,4,4,0,0,1,1,3,9,4,36,1,0,2,2,2,1,2,2,3,2,1,2,2,2,2,2,15,3,3,3,6,2,2,2,2
5265,5,1,2,6200,49,63,3,1,3,1,68,14,12,2,1,1,1,4,9,1,1,1,2,1,0,0,1,0,0,0,1,0,9,4,36,3,0,4,1,1,2,1,2,0,2,2,6,1,1,2,2,0,2,3,3,5,2,2,3,3
21060,1,2,1,5220,51,62,3,2,5,0,61,16,12,3,1,2,1,6,9,2,1,1,3,1,0,1,1,0,0,0,1,1,9,4,36,0,0,4,1,2,2,4,3,0,4,2,6,1,1,3,2,52,3,3,2.898961068615139,1,2,2,4,4
15210,1,2,2,4110,31,16,5,0,4,0,46,15,12,1,1,2,1,5,9,3,5,1,2,1,0,2,1,0,0,0,1,1,9,4,36,2,0,3,2,2,1,4,3,1,4,1,2,2,2,3,3,50,2,6,2,3,2,2,3,1
31590.000000000004,1,2,1,800,60,85,5,2,1,0,53,18,13,4,1,1,1,1,8,3,1,2,3,1,8,4,1,0,0,0,1,1,9,4,36,1,0,4,1,2,2,2,2,7,1,1,1,2,2,1,2,52,3,3,2.898961068615139,6,2,2,1,1
7605,5,2,2,9600,35,28,3,2,3,1,59,12,16,1,4,2,1,5,9,3,0,2,1,1,3,2,2,0,0,1,1,1,9,2,198,1,0,4,3,2,1,1,1,8,2,2,1,2,2,1,3,8,1,3,4,6,1,1,1,2
21060,1,2,2,5520,32,24,1,0,6,0,22,13,20,1,3,2,2,6,9,2,5,1,4,1,0,0,1,0,0,0,1,1,9,2,198,0,0,4,3,2,1,1,1,2,3,1,6,1,1,2,3,52,2,6,0,5,1,2,2,1
5265,8,2,0,3255,64,87,3,2,7,1,65,15,8,2,0,2,1,4,5,3,1,2,3,1,0,2,1,0,0,0,1,0,9,2,198,0,0,5,2,1,2,1,2,5,1,1,1,2,2,1,2,0,2,3,10,6,1,1,1,1
31590.000000000004,5,2,2,120,53,65,1,2,4,1,74,19,8,4,0,1,1,4,9,1,1,2,3,1,2,4,2,0,0,0,1,0,9,2,198,3,0,4,1,2,1,1,2,4,1,1,1,1,2,2,2,0,3,6,3,6,1,2,1,2
38610,5,2,2,2310,61,85,1,1,3,1,77,17,12,3,1,2,1,1,9,1,1,1,2,1,0,2,2,0,0,0,1,0,9,2,198,0,0,2,2,2,3,2,2,8,1,1,2,2,2,2,1,0,3,3,1,6,2,2,1,1
65520.00000000001,2,2,2,4110,31,16,5,2,1,0,22,13,12,1,1,1,3,5,9,1,1,1,5,1,2,2,3,0,0,0,1,2,9,4,46,1,0,4,1,1,1,4,3,0,4,1,6,2,2,2,2,40,3,6,10,2,2,2,4,3
131676.6906,1,2,2,840,58,83,1,2,1,1,54,17,16,4,3,1,1,3,3,3,1,1,4,1,0,0,4,0,0,1,1,3,9,4,46,1,0,4,1,2,1,1,1,4,2,1,5,1,1,2,2,12,3,6,1,6,2,1,2,3
74880,2,1,2,430,39,42,1,2,1,1,48,16,16,3,2,2,1,4,9,2,1,1,4,2,0,1,4,0,1,0,1,2,9,4,46,0,0,2,1,2,1,4,3,2,4,1,6,1,3,3,1,52,3,3,2,3,2,2,4,2
46800,1,2,2,540,46,53,5,2,1,0,43,16,16,3,3,1,1,4,9,2,1,1,4,1,0,0,1,0,0,0,1,1,9,4,46,5,0,4,1,1,2,1,2,2,2,1,5,1,3,2,2,52,3,6,6,3,2,2,3,3
9945,1,2,2,4010,38,29,5,0,2,0,29,12,16,1,3,1,1,4,9,2,5,1,3,1,0,0,2,0,0,0,1,1,9,2,70,2,0,5,1,1,2,4,3,2,4,2,5,4,3,3,1,52,2,6,1,3,2,2,4,2
7605,5,2,2,5860,32,26,2,2,3,1,81,15,8,1,0,2,1,4,9,2,1,2,4,1,0,0,1,0,0,0,1,0,9,2,70,1,0,3,1,2,3,1,3,7,1,1,1,1,1,2,2,0,2,6,8,6,1,1,1,1
12870,5,2,2,220,53,75,3,2,2,1,72,16,15,3,1,1,1,1,9,2,1,1,3,1,0,3,1,0,0,0,1,0,9,2,70,4,0,5,2,1,2,1,3,1,2,1,6,1,2,2,2,0,3,3,3,5,2,1,3,2
74880,7,2,2,910,45,60,1,2,1,1,60,14,12,1,1,2,1,2,9,2,1,2,3,1,0,1,2,0,0,0,1,1,9,2,70,6,0,6,1,1,2,1,1,7,1,1,2,1,1,1,2,0,2,3,2,6,1,1,2,2
8775,2,2,2,4250,37,33,5,0,0,0,24,14,16,1,3,1,1,3,9,2,5,1,2,1,0,0,2,0,0,0,1,1,9,2,609,2,0,2,2,2,1,4,3,2,4,2,1,2,2,2,2,40,2,6,1,6,2,1,3,1
15210,1,1,2,4700,38,39,3,2,1,1,81,18,12,4,1,1,1,6,3,3,1,2,4,1,1,4,1,0,0,0,1,1,9,2,609,2,0,2,1,2,1,4,3,2,4,2,6,1,3,3,2,52,1,3,0,1,2,2,4,4
25740,1,2,2,4000,50,58,5,2,2,0,33,16,12,2,1,2,1,1,3,3,1,1,2,1,0,0,1,0,0,0,1,1,9,2,609,1,0,4,1,1,3,4,3,0,4,1,3,1,2,2,3,52,2,6,2,3,2,2,3,2
21060,6,2,1,9810,63,85,1,2,3,1,31,13,12,1,1,1,1,1,9,2,1,1,4,1,0,1,5,1,1,0,1,2,9,5,11,1,0,3,2,2,3,1,2,0,2,0,6,1,1,3,1,52,2,6,1,3,2,2,4,4
31590.000000000004,3,2,2,2310,61,85,5,1,1,0,27,16,13,3,1,2,1,2,3,3,1,1,3,1,0,0,3,0,0,0,1,3,8,3,49,5,0,6,2,2,3,1,1,8,1,1,1,1,1,1,2,36,3,6,1,6,1,1,1,1
25740,7,2,1,3255,64,87,1,1,5,1,58,20,14,3,1,2,1,3,2,3,0,1,3,1,0,0,2,0,0,0,1,1,8,3,49,0,0,2,1,2,1,1,2,0,2,1,2,1,3,3,2,0,2,6,3,2,2,1,4,2
21060,1,2,2,5620,25,12,3,2,6,1,42,12,5,1,0,2,1,1,8,1,1,1,2,1,8,4,7,0,1,1,1,2,8,3,49,3,0,4,2,1,2,4,3,0,4,1,2,1,1,1,2,52,3,3,2.898961068615139,6,1,2,2,3
46800,1,2,1,2320,64,91,1,2,3,1,51,18,16,4,3,2,1,3,8,3,1,1,2,1,0,0,3,0,0,0,1,2,8,3,118,1,0,5,1,2,2,2,2,7,1,2,1,2,2,1,1,52,2,6,3,6,2,2,1,1
46800,5,2,1,1320,75,94,1,2,1,1,66,17,8,3,0,1,1,5,2,3,1,2,3,1,0,4,2,0,0,0,1,0,8,3,118,1,0,5,1,2,1,2,2,0,2,2,5,2,2,3,2,0,3,3,8,2,2,2,3,3
56160,1,2,1,9030,65,80,1,0,4,1,60,16,16,4,3,1,2,6,9,3,5,1,2,1,0,0,2,0,0,0,1,1,8,3,118,2,0,3,2,1,2,4,3,0,4,1,1,1,1,2,1,36,3,6,3,3,2,2,4,1
131676.6906,6,2,2,4720,28,16,5,2,4,0,19,12,12,1,1,2,1,5,8,1,1,1,4,1,0,0,2,0,0,0,1,2,8,3,118,2,0,4,1,2,2,4,3,2,4,1,6,2,2,2,3,30,3,6,1,3,2,2,4,3
2574,1,2,1,4610,48,44,1,2,4,1,35,13,6,1,0,2,3,3,8,1,1,2,2,1,0,0,2,0,0,0,1,2,8,3,32,3,0,4,3,1,2,2,2,0,1,1,1,2,2,1,1,52,3,6,8,6,2,2,2,2
11115,5,2,2,4230,25,14,1,2,4,1,70,12,0,1,0,2,1,4,7,3,1,2,2,2,8,4,4,0,0,1,1,1,8,3,32,0,0,4,1,2,1,2,2,7,1,1,1,2,2,1,2,0,2,3,2.898961068615139,6,2,1,2,3
21060,2,2,0,4120,34,29,5,2,4,0,20,11,10,0,0,2,3,3,8,1,1,1,3,1,1,2,4,0,0,0,1,4,8,3,32,3,0,2,2,2,1,4,3,0,4,1,3,2,2,3,1,20,2,6,1,6,2,1,3,1
25740,1,2,2,6200,49,63,1,2,18,1,51,12,2,1,0,1,1,5,0,3,1,1,2,2,8,4,6,0,1,0,1,1,8,3,32,1,0,4,2,2,3,2,2,7,1,2,2,2,2,1,1,52,2,6,3,6,2,2,2,3
3510,8,2,2,4250,37,33,1,2,9,1,62,9,0,0,0,1,3,1,0,3,1,2,2,2,8,4,2,0,0,0,1,2,8,3,32,1,0,2,2,2,2,1,2,6,2,1,1,1,1,1,1,0,2,6,2.898961068615139,6,1,1,3,3
25740,7,2,2,4720,28,16,1,0,2,1,46,13,12,1,1,2,1,5,9,3,5,1,2,1,0,0,4,0,0,1,1,3,8,1,439,4,0,4,1,1,3,4,3,0,4,2,3,1,2,2,2,0,2,6,14,2,2,2,3,2
46800,1,2,2,5120,45,48,1,1,3,0,56,17,16,3,3,2,1,6,8,2,1,1,4,1,0,1,2,0,0,0,1,2,8,1,439,5,0,4,2,2,3,1,3,5,2,1,2,1,3,2,1,52,3,4,1,6,2,1,2,1
56160,1,2,2,3255,64,87,1,2,3,1,38,16,18,3,4,2,1,6,8,2,1,1,4,1,0,0,7,1,1,1,1,2,8,1,1446,2,0,4,1,1,1,4,3,0,4,1,3,4,3,2,1,30,2,6,2,6,2,2,2,2
936,2,1,2,6260,28,23,5,0,1,1,35,13,14,0,3,1,3,1,8,1,5,1,1,1,0,0,1,0,0,0,1,1,8,5,1,2,0,5,3,2,1,1,1,7,1,1,1,2,2,1,2,2,1,6,2.898961068615139,6,1,1,1,1
17550,1,2,1,2000,51,64,3,2,2,1,43,14,12,3,0,1,3,6,9,3,1,1,2,1,0,1,5,0,1,0,1,1,8,5,1,0,0,2,2,2,1,2,2,2,2,1,1,2,2,2,1,52,2,4,2.898961068615139,6,2,2,2,1
21060,1,1,1,4600,35,28,2,2,4,1,54,14,12,1,1,2,2,6,4,1,1,1,3,1,0,0,1,0,0,0,1,1,4,2,285,0,0,4,2,1,2,1,1,7,1,1,2,1,1,1,1,51,2,3,8,6,1,1,2,2
11115,5,2,2,8965,35,28,2,2,12,1,79,12,11,1,0,2,2,5,4,3,1,1,1,1,0,0,1,0,0,0,1,2,4,2,285,0,0,2,1,2,1,1,1,6,2,1,1,1,2,2,2,0,2,3,2.898961068615139,5,2,1,2,2
7605,2,2,1,3600,48,50,5,0,4,1,28,12,13,1,1,2,2,4,4,1,5,1,1,1,0,0,1,0,0,0,1,1,4,2,285,4,0,2,1,2,3,4,3,2,4,1,2,2,2,2,3,52,2,6,5,6,2,1,3,1
12870,1,2,2,9130,35,29,5,0,3,1,29,12,13,1,1,1,2,6,4,1,5,2,1,1,0,0,1,0,0,0,1,1,4,2,285,3,0,4,2,2,1,4,3,0,4,1,2,4,3,1,2,40,2,6,1,6,1,2,3,1
56160,7,2,1,2540,48,50,1,0,5,1,46,12,12,1,1,1,1,4,4,1,5,1,1,1,0,0,4,0,0,0,1,5,4,2,285,0,0,2,1,2,1,4,3,1,4,2,6,1,2,3,1,52,2,3,1,1,2,2,4,4
21060,8,2,1,6230,44,49,1,2,3,1,57,12,6,1,0,1,1,5,4,2,1,2,4,1,0,2,2,0,0,0,1,2,4,4,9,2,0,3,1,1,3,2,2,5,1,1,3,2,2,2,2,0,2,3,2.898961068615139,5,1,1,2,1
5265,2,2,2,5620,25,12,5,1,1,0,20,12,14,1,2,2,1,3,4,1,1,1,4,1,0,2,3,0,0,0,1,1,4,4,9,3,0,4,2,1,2,4,3,0,4,0,6,2,2,3,2,52,1,2,1,1,2,2,4,4
12870,1,2,2,1550,50,63,1,2,3,1,43,15,12,1,1,1,3,3,0,3,1,2,2,2,8,4,6,1,1,0,1,1,4,4,9,6,0,5,2,2,2,1,1,7,1,1,2,1,1,2,1,52,3,6,2,6,1,2,2,2
56160,1,2,2,600,32,22,1,0,1,1,65,16,12,3,1,1,1,5,4,1,5,1,1,1,0,4,2,0,0,0,1,2,4,4,9,3,0,4,1,1,2,1,2,3,2,1,5,1,2,3,2,52,3,3,2.898961068615139,5,2,2,3,3
11115,2,1,2,4700,38,39,1,2,1,1,25,12,14,1,1,2,1,3,3,2,1,1,4,1,0,0,4,1,1,0,1,2,3,5,1,4,0,4,1,2,2,1,1,7,2,1,3,4,3,1,2,44,2,6,7,5,2,2,3,3
65520.00000000001,1,2,1,740,33,28,1,2,2,1,56,12,12,1,1,2,1,3,3,1,1,1,4,1,0,0,4,0,0,0,1,4,3,4,4,1,0,4,1,1,2,1,1,7,1,1,1,1,3,1,1,47,3,3,2,6,2,1,1,1
7605,2,2,2,4110,31,16,4,1,0,1,46,14,12,2,1,2,1,4,9,1,1,2,4,1,0,2,2,0,0,0,1,1,9,4,144,5,0,5,3,2,2,1,2,6,1,1,2,2,2,2,1,52,2,6,1,6,2,1,2,2
131676.6906,1,2,2,2010,54,68,1,0,1,1,35,19,12,3,1,2,3,1,9,2,5,1,2,1,8,4,6,1,1,0,1,2,9,4,144,1,0,2,2,2,1,2,2,3,2,1,1,2,2,2,1,0,2,3,2.898961068615139,6,2,2,2,1
21060,1,1,2,410,41,44,5,2,5,0,31,16,0,3,0,2,1,4,9,1,1,1,2,2,8,4,3,0,0,0,1,2,9,4,144,0,0,2,1,2,1,4,3,0,4,0,6,2,2,3,2,52,3,6,2,4,2,2,4,3
11115,4,2,2,6440,43,50,1,2,2,1,57,12,12,1,1,1,1,6,9,2,0,1,2,1,0,0,3,0,0,0,1,0,9,4,144,5,0,4,1,1,2,1,2,1,2,2,6,1,2,2,2,0,1,3,2.898961068615139,2,2,2,3,4
74880,1,2,2,136,53,73,1,2,1,1,50,13,14,1,1,2,1,3,9,3,1,1,4,1,0,0,3,0,0,1,1,2,9,4,144,5,0,4,1,2,2,2,2,7,2,1,1,2,2,1,2,52,3,3,0,6,1,1,4,1
38610,4,2,2,9620,25,16,5,1,4,0,25,13,4,1,0,1,1,6,9,1,1,1,2,1,8,4,3,0,0,0,1,3,9,4,144,4,0,4,1,1,1,4,3,0,4,1,6,2,2,2,2,52,1,6,2.898961068615139,2,2,2,4,3
21060,5,2,1,7040,40,42,1,2,1,1,73,14,8,1,0,1,1,3,4,3,1,2,3,1,0,4,2,0,0,0,1,1,9,2,1307,1,0,2,1,2,3,2,2,0,2,2,6,1,1,3,1,0,3,3,2.898961068615139,1,2,2,4,4
25740,4,2,2,7200,45,50,4,2,14,1,60,12,9,1,1,1,3,6,0,3,1,1,3,2,8,4,3,0,0,0,1,2,9,2,1307,1,0,4,1,1,1,2,2,4,2,1,3,2,2,1,1,52,2,6,5,6,1,2,2,2
7605,1,1,2,4600,35,28,4,1,3,1,57,11,12,0,1,2,3,1,9,1,1,2,3,1,2,2,5,1,1,0,1,1,9,2,1307,0,0,3,3,2,2,2,2,7,1,1,2,2,2,1,2,52,2,3,3,6,2,1,1,2
25740,1,2,2,2145,52,64,5,0,2,0,35,12,3,1,0,2,1,6,9,1,8,2,2,1,8,4,3,0,0,0,1,2,9,2,1307,2,0,4,1,1,3,2,2,5,1,1,2,2,2,2,2,52,3,2,2,6,2,1,1,1
65520.00000000001,1,1,2,710,51,72,5,2,2,0,42,17,12,4,1,2,1,6,8,3,1,2,4,1,0,0,1,0,0,0,1,1,9,2,1307,2,0,4,2,2,3,4,3,0,4,1,5,1,1,2,1,44,4,6,1,6,2,1,4,2
8775,4,2,2,4250,37,33,3,2,2,1,38,12,9,1,0,2,1,6,1,3,0,2,1,1,0,0,3,0,0,1,1,0,8,5,93,2,0,4,2,1,2,4,3,0,4,1,1,1,1,3,2,40,2,6,4,3,2,2,3,1
17550,5,2,2,430,39,42,3,0,1,1,68,12,12,1,1,1,1,6,8,2,5,1,2,1,0,1,1,0,0,0,1,0,8,5,93,5,0,4,2,1,1,2,2,4,2,2,4,2,2,2,2,0,3,6,3,5,2,2,3,3
